fafb_type	hemibrain_type	hemibrain_type_fafb	fafb_type_nt	fafb_type_confidence	hemibrain_type_nt	hemibrain_type_confidence	known_nt	known_nt_source	FBbt_id	FBbt_name	FBbt_nts	notes	FBbt_definition
VM6_adPN	VC5_adPN	VC5_adPN	acetylcholine	0.98	acetylcholine	0.94	acetylcholine	"Tanaka et al., 2012"	FBbt:00100379	adult antennal lobe projection neuron VM6 adPN	[cholinergic neuron]	cell type not in paper	"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult unilateral, uniglomerular antennal lobe projection neuron from the ad neuroblast (ALad1) lineage with dendrites that mainly innervate antennal lobe glomerulus VM6 (Bates et al., 2020). It receives primarily olfactory input (Marin et al., 2020). This neuron is born from the seventh division of the neuroblast ALad1 (FBbt:00067346) during embryogenesis (Yu et al., 2010). There is approximately one of these cells per hemisphere, it is cholinergic and it fasciculates with the medial antennal lobe tract to project to the mushroom body calyx and lateral horn (Bates et al., 2020; Marin et al., 2020).""}]"
EPG	EPG		acetylcholine	0.98	glutamate	0.4917	"acetylcholine, space blanket"	Turner-Evans et al. 2020	FBbt:00047030	adult ellipsoid body-protocerebral bridge 1 glomerulus-dorsal/ventral gall neuron	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227801"",""FlyBase:FBrf0240744"",""FlyBase:FBrf0221742"",""FlyBase:FBrf0246945""]},""value"":""Small field neuron of the central complex with dendritic and axonal arbors in the inner, outer and posterior layers of either a half or a full ellipsoid body (EB) slice (wedge), and axon terminals in the dorsal or ventral gall and a single protocerebral bridge glomerulus (excluding glomerulus 9) (Lin et al., 2013; Wolff et al., 2015). Neurons that target odd or even numbered protocerebral bridge glomeruli target the dorsal or ventral gall, respectively (Lin et al., 2013; Wolff et al., 2015). These neurons receive inhibitory input from delta 7 (PB 18 glomeruli) neurons and they are cholinergic (Turner-Evans et al., 2020). These cells output to P-EN1 neurons and P-EG neurons of the same glomerulus in the protocerebral bridge, and form less specific 'hyper-local' feedback loops with P-EN1 neurons in the EB (Turner-Evans et al., 2020). It also receives input from R4d ring neurons and P-EN2 neurons in the EB (Turner-Evans et al., 2020).""}]"
PEG	PEG		acetylcholine	0.98	glutamate	0.5044	"acetylcholine, space blanket, CCHa1, bursicon"	Turner-Evans et al. 2020	FBbt:00047031	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-gall neuron	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0227801"",""FlyBase:FBrf0240744"",""FlyBase:FBrf0246945""]},""value"":""Interneuron that has dendrites in a single protocerebral bridge (PB) glomerulus, and axon terminals in one tile domain of the ellipsoid body (EB) and either the dorsal or ventral gall (Wolff et al., 2015). PB arbors may spill into neighboring glomeruli (Wolff and Rubin, 2018) and EB terminals may spread slightly into neighboring tiles (Wolff et al., 2015). Neurons that target odd or even numbered PB slices target the dorsal or ventral gall, respectively, with arbors filling the region (Wolff et al., 2015). These neurons are cholinergic (Turner-Evans et al., 2020). They are synapsed by E-PG neurons of the same PB glomerulus and output onto P-EN2 neurons in the EB (Turner-Evans et al., 2020). Its soma is located close to the PB glomerulus it innervates (Wolff et al., 2015). Collectively, all 9 protocerebral bridge glomeruli are targeted by cells of this type (Wolff and Rubin, 2018).""}]"
PEN_a(PEN1)			acetylcholine	0.98			acetylcholine	Turner-Evans et al. 2020	FBbt:00049803	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron 1	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0235702"",""FlyBase:FBrf0246945""]},""value"":""Adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron (PEN) that is activated in phase with adult ellipsoid body-protocerebral bridge-gall neuron (EPG) neurons (Green et al., 2017). It is cholinergic (Turner-Evans et al., 2020). These cells receive input from EPG neurons of the same glomerulus in the protocerebral bridge, and form less specific 'hyper-local' feedback loops with EPG neurons in the ellipsoid body (Turner-Evans et al., 2020).""}]"
PEN_b(PEN2)			acetylcholine	0.9664			"acetylcholine, space blanket, Dh44, FMRFa"	Turner-Evans et al. 2020	FBbt:00049804	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron 2	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0235702"",""FlyBase:FBrf0246945""]},""value"":""Adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron (PEN) that is activated out of phase with ellipsoid body-protocerebral bridge-gall neuron (EPG) neurons (Green et al., 2017). It is cholinergic (Turner-Evans et al., 2020). In the ellipsoid body, it receives input from protocerebral bridge 1 glomerulus-ellipsoid body tile-gall neuron (PEG) neurons and outputs onto EPG neurons (Turner-Evans et al., 2020). In the protocerebral bridge, it receives strong input from the delta7 (protocerebral bridge 18 glomeruli) neurons (Turner-Evans et al., 2020).""}]"
CB2388	VP2+Z_lvPN|Z_lvPNm1	"VP2+Z_lvPN,Z_lvPNm1"	acetylcholine	0.98	acetylcholine	0.94			FBbt:00049743	adult antennal lobe projection neuron VP2+SEZ lvPN 1	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246456"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ALlv1 (BAlp4) neuroblast lineage with dendrites that mainly innervate the ipsilateral antennal lobe glomerulus VP2 and the medial subesophageal zone (Bates et al., 2020; Marin et al., 2020). There are one or two of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020; Marin et al., 2020). It projects to the mushroom body calyx and the lateral horn (Marin et al., 2020).""}]"
CB3623	VP2+Z_lvPN|Z_lvPNm1	"VP2+Z_lvPN,Z_lvPNm1"	acetylcholine	0.98	acetylcholine	0.94			FBbt:00049743	adult antennal lobe projection neuron VP2+SEZ lvPN 1	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246456"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ALlv1 (BAlp4) neuroblast lineage with dendrites that mainly innervate the ipsilateral antennal lobe glomerulus VP2 and the medial subesophageal zone (Bates et al., 2020; Marin et al., 2020). There are one or two of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020; Marin et al., 2020). It projects to the mushroom body calyx and the lateral horn (Marin et al., 2020).""}]"
CB3206		"VP1m+VP2_lvPN1,VP1m+VP2_lvPN2"	acetylcholine	0.98					FBbt:00049740	adult antennal lobe projection neuron VP1m+VP2 lvPN 1	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246456"",""FlyBase:FBrf0246460""]},""value"":""Adult unilateral, multiglomerular antennal lobe projection neuron from the ALlv1 (BAlp4) neuroblast lineage with dendrites that innervate antennal lobe glomeruli VP1m and VP2 (Bates et al., 2020; Marin et al., 2020). There are three of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020; Marin et al., 2020). It projects to the mushroom body calyx and lateral horn (Marin et al., 2020).""}]"
CB3383	VC5_lvPN|M_lvPNm38	"VC5_lvPN,M_lvPNm38"	acetylcholine	0.98	acetylcholine	0.94			FBbt:00049762	adult antennal lobe projection neuron VM6+ lvPN 2	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0246456"",""FlyBase:FBrf0246460""]},""value"":""Adult unilateral, multiglomerular antennal lobe projection neuron from the ALlv1 (BAlp4) lineage with dendrites that mainly innervate antennal lobe glomerulus VM6 (Bates et al., 2020; Marin et al., 2020). It receives primarily olfactory input (Marin et al., 2020). It fasciculates with the medial antennal lobe tract to innervate the lateral horn (Marin et al., 2020). There is one of these cells per hemisphere and it is cholinergic (Bates et al., 2020; Marin et al., 2020).""}]"
D_adPN	D_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00067355	adult antennal lobe projection neuron D adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0141667"",""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ad (ALad1) neuroblast lineage whose dendrites mainly innervate antennal lobe glomerulus D. This neuron is derived from the fourth larval division of the neuroblast ALad1 (FBbt:00067346) (Yu et al., 2010). There are around three of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020).""}]"
DA1_lPN	DA1_lPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00067363	adult antennal lobe projection neuron DA1 lPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0146917"",""FlyBase:FBrf0174482"",""FlyBase:FBrf0203179"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the dorsal hemilineage of the lateral neuroblast (ALl1) whose dendrites mainly innervate antennal lobe glomerulus DA1 (Bates et al., 2020). The axons of these neurons innervate a small area at the anterior edge of the lateral horn. There are around eight of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020).""}]"
DA2_lPN	DA2_lPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00110882	adult antennal lobe projection neuron DA2 lPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0146916"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the lateral antennal lobe neuroblast (ALl1) dorsal hemilineage whose dendrites mainly innervate antennal lobe glomerulus DA2 (Bates et al., 2020). The axons of these neurons innervate the posteriomedial region of the lateral horn. There are around 5 of these per hemisphere, they project through the medial antennal lobe tract and they are cholinergic (Bates et al., 2020).""}]"
DA3_adPN	DA3_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00100384	adult antennal lobe projection neuron DA3 adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ad neuroblast (ALad1) lineage (embryonic born) whose dendrites mainly innervate antennal lobe glomerulus DA3. Neurons of this class are born during the 2nd larval division of the neuroblast ALad1 (FBbt:00067346) (Yu et al., 2010). There are around two of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020).""}]"
DA4l_adPN	DA4l_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00100367	adult antennal lobe projection neuron DA4l adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ad neuroblast (ALad1) lineage with dendrites that mainly innervate antennal lobe glomerulus DA4l. This neuron is born from the fifth division of the neuroblast ALad1 (FBbt:00067346) during embryogenesis (Yu et al., 2010). There is around one of these per hemisphere, it fasciculates with the medial antennal lobe tract and it is cholinergic (Bates et al., 2020).""}]"
DA4m_adPN	DA4m_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00047714	adult antennal lobe projection neuron DA4m adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0219809"",""FlyBase:FBrf0246460""]},""value"":""Unilateral, uniglomerular antennal lobe (AL) projection neuron whose dendrites mainly innervate glomerulus DA4m (Tanaka et al., 2012). It develops from the ALad1 neuroblast (Bates et al., 2020) and has its soma in the ventral part of the cell body rind around the AL (Tanaka et al., 2012). It bifurcates in the AL hub, with one branch forming glomerular arborizations in DA4m, with some additional neurites around the glomerulus, and one branch joining the medial antennal lobe tract (Tanaka et al., 2012). Collateral branches innervate the central area of the mushroom body calyx and the ventral area of the lateral horn (Tanaka et al., 2012). One of the lateral horn branches turns ventrally and projects via the lateral section of the posterior lateral fascicle to reach the anterior posterior lateral protocerebrum (Tanaka et al., 2012). There is one of these per hemisphere and it is cholinergic (Bates et al., 2020).""}]"
DC1_adPN	DC1_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00067014	adult antennal lobe projection neuron DC1 adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0183938"",""FlyBase:FBrf0248215"",""FlyBase:FBrf0203179"",""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the neuroblast ALad1 (FBbt:00067346) lineage whose dendrites mainly innervate antennal lobe glomerulus DC1. This neuron is born from the 11th division of the neuroblast ALad1 (FBbt:00067346) during embryogenesis (Yu et al., 2010). There is around one of these per hemisphere, it fasciculates with the medial antennal lobe tract and it is cholinergic (Bates et al., 2020). Its boutons in the mushroom body calyx are widely distributed, mostly within the dorsal half (Li et al., 2020). It is the only uniglomerular projection neuron to receive input in DC1 (Li et al., 2020).""}]"
DC2_adPN	DC2_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00067354	adult antennal lobe projection neuron DC2 adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0141667"",""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ad neuroblast (ALad1) lineage whose dendrites mainly innervate antennal lobe glomerulus DC2. This neuron is derived from the third larval division of the neuroblast ALad1 (FBbt:00067346) (Yu et al., 2010). There are around two of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020).""}]"
DC3_adPN	DC3_adPN		acetylcholine	0.98	acetylcholine	0.94			FBbt:00040000	adult antennal lobe projection neuron DC3 adPN	[cholinergic neuron]		"[{""annotations"":{""database_cross_reference"":[""FlyBase:FBrf0174482"",""FlyBase:FBrf0206335"",""FlyBase:FBrf0203179"",""FlyBase:FBrf0224383"",""FlyBase:FBrf0211729"",""FlyBase:FBrf0246460""]},""value"":""Adult uniglomerular antennal lobe projection neuron from the ad neuroblast (ALad1) lineage whose dendrites mainly innervate antennal lobe glomerulus DC3. Neurons of this class are derived from the sixth larval division of the neuroblast ALad1 (FBbt:00067346) (Yu et al., 2010). The axons of these neurons innervate a small area at the anterior edge of the lateral horn, in a similar region to VL2a and VA1lm PNs. There are around three of these per hemisphere, they fasciculate with the medial antennal lobe tract and they are cholinergic (Bates et al., 2020).""}]"
