species,region,cell_type,hemilineage,known_nt,known_nt_source,known_nt_evidence,known_nt_confidence
adult_drosophila_melanogaster,midbrain,CB.FB5D6,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB5D6,AOTUv4_ventral,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB5D7,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB5D8,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB5D9,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB5F0,putative_primary,dopamine,"Hulse et al., 2020",immuno,5
adult_drosophila_melanogaster,midbrain,CB.FB5G0,DM4_dorsal,acetylcholine,"Matheson et al., 2022",immuno,5
adult_drosophila_melanogaster,midbrain,CB.FB5G0,DM4_dorsal,"acetylcholine, glutamate-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB5I2,LALv1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB5I3,LALv1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6B1,DM6_dorso_medial,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6B1,DM6_dorso_medial,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6C0,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6C1,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6C2,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6C3,SIPp1,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6C4,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6D0,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB6D1,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB6D2,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB6E1,DL1_dorsal,glutamate,Hasenhuetl et al. 2024,intersection,4
adult_drosophila_melanogaster,midbrain,CB.FB6E2,DL1_dorsal,"dopamine, serotonin, glutamate, acetylcholine-negative, gaba-negative, tyramine-negative, octopamine-negative","Hulse et al., 2020",immuno,5
adult_drosophila_melanogaster,midbrain,CB.FB6E2,DL1_dorsal,glutamate,Hasenhuetl et al. 2024,intersection,4
adult_drosophila_melanogaster,midbrain,CB.FB6E3,DL1_dorsal,glutamate,Hasenhuetl et al. 2024,intersection,4
adult_drosophila_melanogaster,midbrain,CB.FB6E4,DL1_dorsal,glutamate,Hasenhuetl et al. 2024,intersection,4
adult_drosophila_melanogaster,midbrain,CB.FB6E4,DL1_dorsal,"glutamate, acetylcholine",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6E4,DL1_dorsal,"glutamate, acetylcholine","Jones et al., 2024",immuno,5
adult_drosophila_melanogaster,midbrain,CB.FB6E4,DL1_dorsal,"glutamate, acetylcholine, gaba-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6E5,DL1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6F0,putative_primary,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6I0,LALv1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB6I1,LALv1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7B0,DM6_dorso_medial,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7B0,DM6_dorso_medial,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7C0,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7C0,SIPp1,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7D0,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB7D0,AOTUv4_ventral,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7D0,AOTUv4_ventral,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7D1,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB7E0,DL1_dorsal,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7E1,DL1_dorsal,glutamate,Hasenhuetl et al. 2024,intersection,4
adult_drosophila_melanogaster,midbrain,CB.FB7E1,DL1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7E1,DL1_dorsal,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7E2,DL1_dorsal,dopamine,"Hulse et al., 2020",immuno,5
adult_drosophila_melanogaster,midbrain,CB.FB7E2,DL1_dorsal,glutamate,Hasenhuetl et al. 2024,intersection,4
adult_drosophila_melanogaster,midbrain,CB.FB7E2,DL1_dorsal,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB7E2,DL1_dorsal,"glutamate, dopamine, serotonin, acetylcholine-negative, gaba-negative, tyramine-negative, octopamine-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8B0,DM6_dorso_medial,"glutamate, tyramine, acetylcholine-negative, gaba-negative, dopamine-negative, serotonin-negative, octopamine-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8B1,DM6_dorso_medial,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8C0,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8C1,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8C2,SIPp1,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8C3,SIPp1,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8D0,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB8D1,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB8D2,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB8E0,DL1_dorsal,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB8E1,DL1_dorsal,"glutamate, acetylcholine-negative, gaba-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FB9D0,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB.FB9D0,AOTUv4_ventral,"glutamate, acetylcholine-negative, gaba-negative, dopamine-negative, serotonin-negative, tyramine-negative, octopamine-negative",Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB.FBTF0,putative_primary,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,CB.FBTI0,LALv1_dorsal,glutamate,Janelia,EASI-FISH,4
adult_drosophila_melanogaster,midbrain,CB0027,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB0084,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0151,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0206,PSp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0212,putative_primary,serotonin,Yao and Scott 2022,immuno,5
adult_drosophila_melanogaster,midbrain,CB0220,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0262,putative_primary,serotonin,Yao and Scott 2022,immuno,5
adult_drosophila_melanogaster,midbrain,CB0266,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0285,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0294,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0307,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB0324,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0339,VLPd&p1_posterior,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB0339,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0342,WEDa2,"gaba, acetylcholine","Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB0343,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0361,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0382,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0386,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0396,VLPd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0406,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0591,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0627,VESa1,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB0710,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0742,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0829,VLPd&p1_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0892,putative_primary,serotonin,Yao and Scott 2022,immuno,5
adult_drosophila_melanogaster,midbrain,CB0945,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0952,VPNp1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0965,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB0966,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0968,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0971,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0973,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0974,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB0976,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1006,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1011,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1015,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1016,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1020,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1032,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1033,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1035,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1041,ALv1,gaba,Liang et al. 2013,immuno,5
adult_drosophila_melanogaster,midbrain,CB1051,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1053,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1060,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1065,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB1068,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1080,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1085,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1090,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1098,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB1126,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1133,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1134,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1134,SLPpm1,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB1148,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1149,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1150,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1151,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1161,DL2_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1168,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1169,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1171,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1172,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1173,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1193,VLPa1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1197,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1198,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB1200,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1211,VLPa1_lateral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1215,SMPpv2_dorsal,acetylcholine-negative,"Croset et al., 2018",scRNA-seq,3
adult_drosophila_melanogaster,midbrain,CB1215,SMPpv2_dorsal,nitric oxide,Zandawala,scRNA-seq,3
adult_drosophila_melanogaster,midbrain,CB1218,SLPp&v1_posterior,glutamate,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB1219,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1220,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1221,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1222,PSp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1226,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1231,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB1244,LHl2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB1245,LHl2_dorsal,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,CB1247,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1259,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1262,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1263,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1269,PSp3,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1281,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1282,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1296,ALv1,gaba,"Liang et al., 2013","immuno, MARCM",5
adult_drosophila_melanogaster,midbrain,CB1301,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1314,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB1316,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1321,ALlv1,acetylcholine,"Tanaka et al., 2012","immuno, tract based",3
adult_drosophila_melanogaster,midbrain,CB1321,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1324,SMPp&v1_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1325,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1334,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1338,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,CB1339,DM5_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1371,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1378,VLPp2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1382,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1383,WEDa1,gaba,"Ito et al., 2014",immuno,5
adult_drosophila_melanogaster,midbrain,CB1392,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1393,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1396,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1397,ALlv1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,CB1405,LHp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
